-3.81017,-2.58458,3.62412,2.15014,0.104544,-0.140517
-3.15579,-8.1702,-11.0538,0.767552,-0.479288,0.129808
-4.4993,-4.72134,-18.0157,1.17712,1.54502,-0.19455
-2.96121,-2.68732,-25.1817,-0.333549,3.43059,-0.194303
-3.06705,-3.04554,-24.1652,-0.309878,3.1721,-0.412638
-1.41045,-4.67356,-26.2187,-1.38615,2.35431,0.0463202
-3.4124,-4.25228,-20.8435,0.394836,2.62032,-0.254564
-3.23094,-4.94012,-20.9776,0.118668,2.28128,-0.166215
-1.36385,-3.10465,-26.1607,-1.75254,2.83977,-0.203787
-2.79663,-2.72129,-24.1699,-0.734055,3.23748,-0.243012
-2.39885,-3.12166,-25.6743,-1.41296,3.12731,-0.3423
-4.22173,-1.15771,-23.5474,-0.644477,2.61471,-1.20704
-2.63452,-3.7038,-24.8768,-1.22296,2.97004,-0.148585
-2.83099,-2.62545,-25.1069,-1.24712,3.26572,-0.440076
-2.83127,-3.99417,-23.8163,-1.00471,2.59656,-0.332332
-2.36674,-2.37823,-25.9615,-1.52571,3.3426,-0.302438
-2.70573,-2.48147,-24.9707,-1.19395,3.45176,-0.467892
-2.91249,-3.48227,-23.3038,-0.689056,2.87634,-0.306255
-5.96182,0.793392,-19.2415,0.883262,3.33708,-1.73113
-4.33289,-0.436527,-22.8755,-0.496037,3.19527,-1.02634
-5.89906,0.0866127,-19.3409,0.561402,3.18732,-1.5637
-6.07825,-0.947674,-16.941,1.5828,3.39071,-0.784357
-6.20506,-2.43023,-15.5244,1.68669,2.46659,-0.742926
-6.22476,-1.95894,-15.6339,1.84301,2.97865,-0.737182
-3.19476,-1.39519,-23.6623,-1.13107,2.96519,-0.759942
-5.70612,2.17564,-20.9158,-0.157172,3.05385,-2.22712
-4.07111,-2.14657,-21.9412,-0.466712,3.04208,-0.68745
-2.31192,-1.8924,-25.5914,-1.93631,3.10586,-0.521063
-2.5815,-4.13704,-23.6329,-1.34668,2.58792,-0.082682
-6.02016,-2.74429,-15.6164,1.65136,2.89361,-0.772378
-3.14362,-2.16872,-21.6715,-0.597168,3.46421,-0.665737
-4.21742,-1.94322,-19.5697,-0.00467452,2.09024,-1.00048
-3.08411,-3.93568,-20.095,-0.395215,2.28396,-0.52078
-3.23399,-4.22166,-17.7135,0.346764,2.01818,-0.477942
-1.55981,-4.3208,-21.9522,-1.14328,2.16112,-0.120627
-0.360611,-4.92741,-24.9188,-2.27106,2.09166,-0.221297
-3.22081,-4.80196,-17.5355,0.312639,2.28021,-0.208517
-3.2458,-1.08871,-19.7428,-0.43723,2.11586,-1.34452
-1.59259,-4.58367,-21.0075,-0.79582,2.12601,-0.0364776
-1.79744,-5.38403,-19.1786,-0.482021,1.70421,-0.106157
-1.4812,-3.6397,-21.1752,-1.34847,1.53075,-0.578727
-0.0981598,-5.95144,-22.8023,-1.96108,1.5082,0.0667916
-2.9364,-4.54026,-17.8232,-0.0260089,1.97168,-0.393521
-1.82175,-3.96782,-19.7157,-0.944787,1.46101,-0.473155
-2.03738,-4.55993,-18.5546,-0.448364,1.82918,-0.36333
-3.42255,-2.80956,-16.5133,0.265599,1.42661,-0.899066
-1.51776,-3.02394,-20.5702,-1.0889,2.31453,-0.330979
-3.50224,-5.16736,-14.6237,0.61371,1.26161,-0.585709
-2.09782,-4.44017,-17.3897,-0.477224,1.22036,-0.370411
-1.77115,-6.15499,-17.1525,-0.471868,1.28819,0.0870401
-2.19815,-5.09952,-17.5297,-0.72385,0.911525,-0.65317
-1.68773,-4.55786,-18.2785,-0.923234,1.09642,-0.32951
-1.75403,-5.81597,-17.0764,-0.382602,1.45429,-0.00635995
0.73053,-6.18251,-23.6789,-2.87523,1.27167,0.0686588
-1.62329,-6.25031,-16.537,-0.17699,1.09284,0.290156
-1.49861,-5.00407,-18.8108,-1.19071,0.991124,-0.477773
-2.31311,-3.73826,-17.5422,-0.644625,1.2567,-0.578325
-1.82475,-4.80652,-17.5617,-0.610362,1.08542,-0.270576
-0.12767,-5.90317,-21.5573,-2.12584,0.993683,-0.103104
-1.66035,-4.41262,-18.7744,-0.909545,1.48646,-0.276244
-0.20813,-4.3447,-22.0604,-2.16427,1.33751,-0.0628548
-1.80411,-5.39783,-17.8775,-0.826834,0.88616,-0.333686
-1.46841,-5.2867,-18.6157,-1.03796,1.12223,-0.0279156
-1.83212,-4.63219,-17.4069,-0.484828,1.52264,-0.182765
-3.33325,-2.17578,-16.8446,-0.240807,1.41315,-1.29927
-1.69377,-6.57705,-17.1603,-0.426211,1.18872,0.0275386
-3.52652,-3.60306,-14.3433,0.873471,1.34538,-0.873092
-0.250214,-5.34665,-20.1832,-1.3831,1.33479,0.0170127
-0.155304,-6.44101,-19.2949,-1.36673,1.02131,0.140198
-2.0517,-2.85971,-16.9667,-0.358886,0.933077,-0.703142
-1.5704,-5.43471,-17.9399,-0.815396,0.766325,-0.347054
0.0910797,-5.29898,-22.0254,-2.11765,1.18084,-0.0399103
0.0323792,-5.40851,-22.2379,-2.17445,1.46696,-0.213064
0.0635376,-6.32104,-21.6009,-2.01524,1.11411,-0.0932569
-0.197678,-6.8545,-19.5179,-1.42054,0.782868,-0.00565158
-0.342896,-4.32956,-20.5767,-1.69033,1.12504,-0.394611
1.00255,-4.89472,-24.5041,-3.19142,0.982663,-0.519973
1.61369,-5.53685,-25.7461,-3.66057,0.95987,-0.274011
0.205551,-4.37299,-22.5668,-2.39913,1.4487,-0.305446
-1.95064,-5.37477,-16.9035,-0.296393,1.17266,-0.287471
0.834869,-6.94085,-23.4284,-2.88235,0.643088,0.17768
-1.30429,-4.73702,-20.2924,-1.81774,0.803229,-0.826862
-1.90506,-6.5047,-16.0703,-0.355948,0.573103,-0.135533
-1.93674,-6.57719,-15.8946,-0.0226541,1.42821,-0.011583
-1.62663,-3.41049,-17.9364,-0.98252,0.57201,-0.876319
0.0670013,-6.73077,-20.2232,-1.98456,0.128759,-0.0135371
1.40367,-6.4157,-23.785,-3.19897,0.718347,0.276952
-1.86476,-6.03572,-16.3353,-0.450658,0.581527,-0.153318
-1.99434,-6.65229,-14.9143,-0.0672594,0.2723,-0.156966
-2.09471,-3.80554,-16.5794,-0.359826,0.651474,-0.717472
-2.11826,-5.08448,-16.7269,-0.343505,1.04132,-0.402972
-2.51389,-5.10913,-15.0029,0.226272,0.715172,-0.473027
-2.05449,-5.51529,-15.7933,0.0246987,1.18173,-0.213713
-0.544083,-5.33645,-20.2457,-1.60763,1.0058,-0.335052
-1.83688,-5.74323,-17.4462,-0.771334,0.220235,-0.573451
-3.27438,-4.49002,-13.8257,0.772518,0.613357,-0.45592
-2.09468,-5.06348,-18.728,-1.12698,0.73273,-0.739998
-1.90646,-4.77142,-17.4907,-0.523524,1.02879,-0.260191
-0.51825,-4.81414,-22.2301,-2.3441,1.43167,-0.410861
-1.30318,-4.78218,-19.3066,-1.26189,1.37108,-0.16681
-2.13089,-5.1632,-16.5773,-0.40064,0.898047,-0.397733
-1.88808,-5.65385,-16.617,-0.235259,1.44639,-0.122849
-1.50468,-4.92743,-18.6702,-1.22237,0.810104,-0.484905
-0.306519,-6.43901,-20.3587,-1.94086,0.404044,-0.0647129
-3.42361,-4.18397,-14.8086,0.44061,1.74433,-0.539881
-0.0994263,-4.9943,-21.8554,-2.31773,1.02484,-0.181192
-1.60332,-4.54886,-19.7816,-1.41809,1.53078,-0.443314
-1.4743,-6.01201,-19.0933,-1.55395,0.498582,-0.370108
-3.95547,-0.746147,-17.3873,-0.468853,1.36869,-1.73284
-4.78317,-2.44737,-12.968,1.40343,1.8713,-0.934592
-3.17549,-3.49115,-16.4618,-0.0257183,1.76073,-0.792899
-1.92932,-3.94566,-18.2761,-0.878308,1.3372,-0.483409
-1.71071,-4.09367,-18.9397,-1.1323,1.61085,-0.38173
-1.71747,-4.65725,-18.59,-0.81911,1.80664,-0.37098
-2.2131,-2.88088,-17.2746,-0.172427,2.32787,-0.650369
5.35614,-5.91941,-32.8429,-5.59989,2.82451,0.375611
8.1898,-6.36016,-37.0407,-7.04084,2.60066,0.516306
5.53188,-5.50607,-29.9347,-4.40336,2.69116,0.235996
6.84526,-4.85675,-32.0713,-5.09702,2.76209,0.239331
6.45102,-4.24384,-32.6266,-4.93934,3.53873,0.15185
6.6779,-5.39741,-32.9728,-4.92833,3.79053,0.764206
3.48265,-2.97571,-28.5296,-3.3345,4.0199,-0.119743
6.00317,-5.25995,-32.5259,-5.34965,3.07822,0.446387
3.56157,-3.04026,-28.9581,-3.87563,3.41626,-0.245582
4.52946,-4.70303,-30.2396,-4.46797,3.07142,0.0139282
6.26549,-6.63539,-33.4187,-5.28244,3.88403,1.11137
3.86574,-3.02077,-31.2109,-4.42491,3.38829,-0.312474
6.18321,-5.75547,-33.7382,-5.39098,3.33643,0.733721
2.69147,-4.59182,-27.1949,-3.03178,2.98138,0.167912
0.878189,-4.08079,-24.9863,-2.40257,2.49006,-0.447127
2.40814,-3.18989,-28.6186,-3.20938,4.3645,0.0439911
3.29825,-3.5031,-30.1591,-3.93514,3.43637,0.142078
2.94965,-5.35477,-29.3792,-3.78757,3.02736,0.232648
2.95953,-4.27085,-29.6674,-3.81737,3.20396,0.0961025
3.20096,-4.89542,-28.5473,-3.5617,3.64602,0.430837
3.85149,-4.38271,-32.1877,-5.12344,2.59111,-0.241184
4.45578,-5.50286,-31.7521,-4.65596,3.68768,0.813666
3.27917,-4.45718,-29.3262,-3.89867,3.10569,0.174438
1.80165,-3.68811,-26.6369,-3.02861,2.88684,-0.224366
2.40431,-6.10733,-25.8683,-2.95559,2.64374,0.643006
0.386826,-3.66537,-24.1857,-2.51439,2.51916,-0.343535
2.0573,-5.02882,-27.4676,-3.75702,1.99929,-0.167258
2.35283,-6.31742,-27.4705,-3.69466,2.42549,0.435049
-0.0392303,-4.04875,-23.378,-2.1329,2.61251,-0.419378
1.09897,-3.49955,-24.8679,-2.57559,2.19636,-0.443079
2.94247,-6.03892,-28.9786,-3.99965,2.47665,0.31365
-1.82945,-2.40778,-19.9658,-0.329908,2.90207,-0.705034
2.23503,-6.2089,-26.9691,-3.01159,2.45896,0.418233
2.72073,-5.18977,-28.4662,-3.57253,2.62089,0.278671
2.41606,-6.92641,-27.6301,-3.1088,2.82014,0.829676
-0.281219,-2.64568,-24.3859,-1.42116,3.96318,-0.283525
-0.35498,-0.922043,-24.9718,-1.15032,5.04575,-0.408046
2.26447,-2.63116,-30.5197,-2.83367,5.96348,0.560351
2.82382,-2.90308,-32.5947,-3.12898,6.60445,0.92571
2.25323,-0.944572,-33.3288,-2.84842,7.78883,0.550951
0.0437775,3.02175,-32.2073,-1.65227,9.36449,-0.360847
-0.408966,4.66224,-32.553,-1.10459,10.4418,-0.479986
1.80524,0.973694,-33.9343,-2.12798,9.01061,0.41254
0.643661,2.84576,-31.3589,-1.00382,9.92584,-0.0476352
-1.32181,4.28812,-26.0974,0.715403,9.1678,-0.563048
-1.23784,5.20608,-28.4058,0.399338,9.5662,-0.851228
-1.40935,6.78575,-31.8696,1.00319,12.8862,-0.126687
-1.41504,8.44574,-37.6684,0.556873,14.1999,-0.373326
-7.16924,12.4835,-27.0827,4.92826,14.8475,-1.7003
-12.0206,12.1539,-18.301,8.9513,15.8866,-1.00782
-18.602,16.5051,-4.27371,14.0067,15.6024,-2.72058
-18.6335,12.9644,-0.432447,14.5646,13.8067,-2.16725
-14.1061,6.2897,-9.39713,9.12092,9.34989,-1.43467
-11.9595,4.82991,-12.2913,6.99573,8.10986,-1.4981
-9.84013,3.91621,-15.631,5.00558,6.82832,-1.43933
-5.57869,1.03304,-21.6533,1.94241,5.50499,-0.820697
-1.98267,-1.07043,-26.5472,-0.541399,4.10151,-0.426901
-1.70679,-3.03016,-25.4581,-0.65377,3.23998,-0.26986
-2.04941,-0.532192,-26.0412,-0.790015,2.92247,-1.18403
-2.61679,-0.706135,-26.0254,-0.529713,3.54905,-0.784081
-1.7319,-1.28113,-25.2764,-1.03449,3.3481,-0.609742
-3.6657,-1.31698,-15.1721,0.960779,1.8302,-0.927125
2.43636,-4.37943,-25.2273,-3.38006,1.59311,0.431656
0.0317841,-3.84199,-21.7134,-2.13549,1.43348,-0.111238
-0.796539,2.33857,-28.5508,-1.9772,7.13191,-0.337055
-0.0766754,7.2607,-35.9518,-2.61756,11.7646,-0.299423
2.62207,11.7825,-46.5546,-4.48512,16.2921,-0.367841
3.94884,14.5723,-51.8998,-4.25501,20.1742,0.362087
4.3515,15.8727,-55.0668,-4.15157,22.1765,0.765916
4.41766,15.6179,-55.0469,-3.99422,22.3196,0.866963
1.43355,13.0535,-48.4695,-2.85441,17.8453,-0.328381
-0.116776,-3.94706,-29.7076,-1.46478,3.14293,0.277784
-3.24066,-7.89521,-14.7708,0.975578,-2.90528,-0.276134
-1.12662,-13.6696,-10.8847,-0.177315,-7.40916,0.775147
1.77859,-19.5276,-8.72714,-1.53735,-11.4,2.11035
2.33116,-21.7045,-7.03722,-2.13843,-13.2837,2.13813
1.03381,-21.3066,-0.103777,-0.640224,-16.2373,1.70477
1.10274,-22.8027,4.71441,-0.157917,-20.5794,1.5675
1.18224,-24.1117,7.43682,-0.0624272,-21.8927,1.32514
2.38361,-26.8061,7.30268,0.0412591,-21.0002,2.3968
2.17834,-20.9242,0.375895,-2.28388,-18.2641,0.808438
3.60364,-25.3348,-0.175146,-2.0647,-19.0627,2.66487
3.74039,-25.6499,-1.04215,-2.22596,-19.1343,2.66994
2.42818,-17.8806,-4.07288,-2.54736,-13.4975,0.673434
4.32584,-4.05571,-23.7468,-3.97958,1.55206,-0.00868131
3.9756,3.36765,-32.9833,-2.91213,11.2544,0.662585
5.47882,6.63211,-42.4064,-3.79524,15.2808,1.13734
8.0298,9.98559,-51.4729,-5.63703,17.9001,0.988268
6.39995,17.0952,-55.1376,-3.87442,24.7129,1.38583
5.32928,7.53785,-50.1809,-3.8464,17.011,1.27493
3.47681,0.616177,-39.5917,-3.04871,9.48421,0.756646
3.09802,-3.48997,-31.079,-3.32858,3.21843,0.180071
4.32007,-5.23065,-32.1098,-4.4902,1.96002,0.494439
0.283951,-9.90177,-18.5367,-0.761507,-3.15625,0.640499
2.8976,-18.9378,-19.0059,-2.31287,-10.0105,1.92864
1.08156,-16.8828,-15.2161,-1.06834,-10.5391,1.09736
0.943527,-19.4385,-12.7198,-1.03873,-15.0972,1.18774
2.14651,-21.6398,-13.3189,-1.45683,-13.9719,1.91961
2.96027,-2.53829,-28.8249,-3.17805,2.96223,0.0899768
4.57381,1.69907,-38.648,-4.15467,9.27568,0.540567
5.99051,3.02882,-43.957,-4.98943,10.9475,0.569033
5.88855,2.90936,-43.6638,-4.26167,11.3122,0.94156
7.02357,2.73808,-47.0594,-4.80899,12.3639,1.29055
7.5386,2.85933,-47.0019,-4.94745,12.0665,1.06093
3.41309,2.21731,-37.9146,-2.42427,9.76909,0.363231
0.971802,0.75948,-31.3836,-1.12904,7.12822,-0.179441
2.95171,-5.94467,-31.3597,-3.06853,1.19028,0.258141
1.23685,-14.2259,-19.7588,-1.89296,-8.04664,0.577147
0.94043,-21.4006,-6.28359,-0.344828,-16.7781,1.73445
2.34869,-23.1281,-7.86089,-1.29948,-14.9524,2.36351
1.39394,-15.0541,-12.4344,-1.68868,-8.99166,0.671707
3.30042,-12.6041,-21.2193,-2.80406,-3.75684,1.33156
4.16037,-13.7359,-22.662,-3.53581,-4.38122,1.53542
3.73862,-12.1378,-22.4811,-3.16227,-2.87041,1.38352
4.52328,-9.84505,-26.7833,-4.51977,-1.90545,0.73797
2.69698,-10.0027,-22.1938,-3.03716,-2.94156,0.306153
4.27672,-20.0117,-17.2775,-3.13972,-10.7392,2.29514
3.30171,-21.9,-11.4551,-2.12551,-13.3894,2.24527
3.72217,-20.1092,-14.8459,-2.73744,-10.3275,2.3272
1.62755,-19.7182,-7.28244,-1.19162,-13.6579,1.52172
-0.280777,-10.9195,-10.9791,-0.158511,-4.95823,0.397276
2.99141,4.68335,-33.6783,-2.10286,12.4966,0.917925
4.76128,4.61227,-42.3796,-3.89712,12.7385,0.864393
6.72328,4.282,-47.5628,-4.90692,13.2002,1.20047
6.97249,2.77572,-47.4498,-5.02647,12.5881,1.39408
2.74353,4.11631,-37.4336,-2.56802,9.94947,-0.390079
2.67726,0.738041,-33.9933,-2.0982,7.47939,0.143809
2.02034,-16.2576,-20.348,-1.11548,-7.16737,1.54768
-0.575287,-19.0779,-6.58497,1.22898,-15.9761,0.78135
-0.834,-18.6368,-4.16549,1.20122,-14.7988,0.502743
3.47099,-14.8037,-19.8065,-2.77042,-5.8419,1.65635
0.992798,-8.80353,-20.033,-1.27495,-1.37416,0.2866
3.82706,-6.93593,-28.4994,-3.26233,1.39373,0.72245
4.28499,-6.32579,-30.1405,-3.60903,1.89589,0.632362
3.48511,-5.4449,-27.3818,-2.45384,2.09809,0.358054
10.6634,-7.38828,-41.1447,-7.50008,1.28644,0.832304
18.5992,-7.69265,-56.3215,-12.8258,0.523077,0.302534
22.5086,-8.61803,-62.6157,-14.5021,-0.685042,0.630391
28.9486,-11.0088,-70.9964,-17.8151,-1.23038,1.38188
28.9564,-10.6906,-70.4862,-17.4891,-1.33852,1.23694
12.5216,-8.25532,-41.9695,-7.79214,1.09894,1.04868
3.2361,-6.19152,-25.3111,-1.72482,1.58587,0.463111
-3.31804,-5.05627,-10.1902,4.00353,2.09602,0.477431
-7.11719,-5.61715,-0.445318,7.49848,2.11768,0.383449
-9.15881,-5.56473,7.64882,10.8555,2.6747,1.03781
-10.9879,-6.18609,17.1612,14.8965,2.88457,1.32286
-12.6346,-6.42007,24.1981,17.6254,2.08235,0.755016
-13.396,-6.72755,28.9004,19.6064,1.92811,1.07192
-13.9421,-5.9789,27.6985,18.944,1.06815,0.131756
-11.5857,-4.71172,14.4072,13.2427,1.89579,0.250591
-7.96823,-0.498825,-3.9557,6.23822,2.68562,-0.857141
-4.16168,-1.45192,-15.2142,1.93478,2.53113,-0.501428
-0.483337,-1.52435,-24.3666,-1.06861,3.59767,-0.249509
3.21819,-2.29498,-32.5823,-3.75431,3.83316,-0.110111
3.81934,-3.63881,-33.7497,-3.86348,3.96965,0.365129
5.74162,-2.87971,-38.3152,-5.42503,4.13971,0.351298
8.85591,-4.59695,-42.5252,-7.23882,3.5308,0.709499
20.0145,-3.54988,-62.0519,-14.1702,3.20422,0.0518288
27.0935,-2.21566,-74.2539,-17.9657,3.13407,-0.503444
30.1885,-6.53063,-77.9251,-18.9187,1.95809,0.804033
30.9868,-6.67589,-78.5177,-19.176,1.71829,0.778785
28.592,-6.75387,-72.8925,-17.8369,1.52384,0.456077
19.8309,-6.13687,-58.306,-13.1377,1.46509,0.534674
6.9379,-4.82724,-33.8409,-4.7209,2.35513,0.357637
3.22136,-6.74745,-23.9834,-1.49422,1.78463,0.757023
3.82274,-8.11553,-24.2602,-1.29149,2.61481,1.83026
-2.69571,-4.31967,-13.7387,2.40855,2.07974,-0.0608191
-5.09833,-4.92675,-4.58361,5.66827,2.25034,0.420301
